"Index"	"date"	"asset"	"price"
397	"Jan 2011"	"VNQ.Adjusted"	0
398	"Feb 2011"	"VNQ.Adjusted"	0.837691792399051
399	"Mar 2011"	"VNQ.Adjusted"	0.791604192356899
400	"Apr 2011"	"VNQ.Adjusted"	0.802568648203089
401	"May 2011"	"VNQ.Adjusted"	0.796687526396944
402	"Jun 2011"	"VNQ.Adjusted"	0.779314396674712
403	"Jul 2011"	"VNQ.Adjusted"	0.613917883839981
404	"Aug 2011"	"VNQ.Adjusted"	0.757727855211114
405	"Sep 2011"	"VNQ.Adjusted"	1.1423463005073
406	"Oct 2011"	"VNQ.Adjusted"	1.2049894580552
407	"Nov 2011"	"VNQ.Adjusted"	1.21406488221973
408	"Dec 2011"	"VNQ.Adjusted"	1.32434896898878
409	"Jan 2012"	"VNQ.Adjusted"	1.32204540377181
410	"Feb 2012"	"VNQ.Adjusted"	1.21469575026004
411	"Mar 2012"	"VNQ.Adjusted"	1.22162329571196
412	"Apr 2012"	"VNQ.Adjusted"	1.18774365404593
413	"May 2012"	"VNQ.Adjusted"	1.15126591069445
414	"Jun 2012"	"VNQ.Adjusted"	1.14343537647295
415	"Jul 2012"	"VNQ.Adjusted"	1.17465483627752
416	"Aug 2012"	"VNQ.Adjusted"	1.17650106332567
417	"Sep 2012"	"VNQ.Adjusted"	1.03032698502001
418	"Oct 2012"	"VNQ.Adjusted"	0.737414196317859
419	"Nov 2012"	"VNQ.Adjusted"	0.68066816132298
420	"Dec 2012"	"VNQ.Adjusted"	0.679327416616556
421	"Jan 2013"	"VNQ.Adjusted"	0.584921758539299
422	"Feb 2013"	"VNQ.Adjusted"	0.724955447496941
423	"Mar 2013"	"VNQ.Adjusted"	0.663829645006791
424	"Apr 2013"	"VNQ.Adjusted"	0.754418869701025
425	"May 2013"	"VNQ.Adjusted"	0.572929680932835
426	"Jun 2013"	"VNQ.Adjusted"	0.499204790707315
427	"Jul 2013"	"VNQ.Adjusted"	0.417866854735325
428	"Aug 2013"	"VNQ.Adjusted"	0.767116960946754
429	"Sep 2013"	"VNQ.Adjusted"	0.849775597032766
430	"Oct 2013"	"VNQ.Adjusted"	0.972737314301947
431	"Nov 2013"	"VNQ.Adjusted"	0.902897721261689
432	"Dec 2013"	"VNQ.Adjusted"	0.996856486402447
433	"Jan 2014"	"VNQ.Adjusted"	0.389748501948386
434	"Feb 2014"	"VNQ.Adjusted"	0.495004479869016
435	"Mar 2014"	"VNQ.Adjusted"	0.46149007687969
436	"Apr 2014"	"VNQ.Adjusted"	0.408064547924121
